"t(s)","ang_vel(rad/s)"
1.100000000E1,3.063966823E-1
1.110000000E1,2.592587311E-1
1.120000000E1,2.033323485E-1
1.130000000E1,1.660480933E-1
1.140000000E1,1.278317318E-1
1.150000000E1,7.856325186E-2
1.160000000E1,1.328917379E-1
1.170000000E1,7.070692667E-2
1.180000000E1,5.193164106E-2
1.190000000E1,5.432848603E-2
1.200000000E1,7.536745856E-2
1.210000000E1,1.161138231E-1
1.220000000E1,1.613875614E-1
1.230000000E1,2.031991904E-1
1.240000000E1,2.360892297E-1
1.250000000E1,2.913498222E-1
1.260000000E1,3.476756790E-1
1.270000000E1,3.829625633E-1
1.280000000E1,3.862915147E-1
1.290000000E1,4.020041650E-1
1.300000000E1,4.242415600E-1
1.310000000E1,4.102599644E-1
1.320000000E1,3.711114965E-1
1.330000000E1,3.366235605E-1
1.340000000E1,3.190466974E-1
1.350000000E1,2.755040137E-1
1.360000000E1,2.259692176E-1
1.370000000E1,1.826928501E-1
1.380000000E1,1.508680752E-1
1.390000000E1,1.039964402E-1
1.400000000E1,8.269115153E-2
1.410000000E1,6.138586289E-2
1.420000000E1,6.884271392E-2
1.430000000E1,9.068063477E-2
1.440000000E1,9.600695693E-2
1.450000000E1,1.166464553E-1
1.460000000E1,1.456749111E-1
1.470000000E1,1.916144397E-1
1.480000000E1,2.368881781E-1
1.490000000E1,2.850913936E-1
1.500000000E1,3.051982598E-1
1.510000000E1,3.526025270E-1
1.520000000E1,3.918841529E-1
1.530000000E1,3.902862563E-1
1.540000000E1,3.949467882E-1
1.550000000E1,4.013383748E-1
1.560000000E1,3.901530982E-1
1.570000000E1,3.500725240E-1
1.580000000E1,2.950782477E-1
1.590000000E1,2.936135091E-1
1.600000000E1,2.527339865E-1
1.610000000E1,1.932123364E-1
1.620000000E1,1.631186162E-1
1.630000000E1,1.230380419E-1
1.640000000E1,1.058606529E-1
1.650000000E1,8.096009683E-2
1.660000000E1,8.681905121E-2
1.670000000E1,8.495483845E-2
1.680000000E1,1.054611788E-1
1.690000000E1,1.259675191E-1
1.700000000E1,1.498028108E-1
1.710000000E1,1.958754974E-1
1.720000000E1,2.320944881E-1
1.730000000E1,2.605903117E-1
1.740000000E1,2.957440379E-1
1.750000000E1,3.471430468E-1
1.760000000E1,3.760383445E-1
1.770000000E1,4.004062684E-1
1.780000000E1,4.077299613E-1
1.790000000E1,3.809651925E-1
1.800000000E1,4.020041650E-1
1.810000000E1,3.712446546E-1
1.820000000E1,3.024019406E-1
1.830000000E1,2.769687523E-1
1.840000000E1,2.567287281E-1
1.850000000E1,2.083923545E-1
1.860000000E1,1.688444125E-1
1.870000000E1,1.395496406E-1
1.880000000E1,1.290301543E-1
1.890000000E1,1.138501362E-1
1.900000000E1,9.400958612E-2
1.910000000E1,1.083906560E-1
1.920000000E1,1.214401452E-1
1.930000000E1,1.414138533E-1
1.940000000E1,1.611212453E-1
1.950000000E1,1.856223273E-1
1.960000000E1,2.109223575E-1
1.970000000E1,2.527339865E-1
1.980000000E1,2.832271809E-1
1.990000000E1,3.282346031E-1
2.000000000E1,3.475425209E-1
2.010000000E1,3.496730498E-1
2.020000000E1,3.616572747E-1
2.030000000E1,3.655188582E-1
2.040000000E1,3.591272716E-1
2.050000000E1,3.286340773E-1
2.060000000E1,2.992061473E-1
2.070000000E1,2.759034879E-1
2.080000000E1,2.452771355E-1
2.090000000E1,2.166481539E-1
2.100000000E1,1.808286373E-1
2.110000000E1,1.520664977E-1
2.120000000E1,1.557949232E-1
2.130000000E1,1.396827986E-1
2.140000000E1,1.249022547E-1
2.150000000E1,1.243696224E-1
2.160000000E1,1.350222668E-1
2.170000000E1,1.307612090E-1
2.180000000E1,1.514007074E-1
2.190000000E1,2.009355035E-1
2.200000000E1,2.190449988E-1
2.210000000E1,2.636529469E-1
2.220000000E1,2.655171597E-1
2.230000000E1,2.964098282E-1
2.240000000E1,3.266367065E-1
2.250000000E1,3.379551411E-1
2.260000000E1,3.407514602E-1
2.270000000E1,3.419498827E-1
2.280000000E1,3.323625028E-1
2.290000000E1,3.287672353E-1
2.300000000E1,3.145193235E-1
2.310000000E1,2.844256033E-1
2.320000000E1,2.537992509E-1
2.330000000E1,2.512692479E-1
2.340000000E1,2.194444730E-1
2.350000000E1,1.925465461E-1
2.360000000E1,1.655154611E-1
2.370000000E1,1.572596618E-1
2.380000000E1,1.386175342E-1
2.390000000E1,1.303617349E-1
2.400000000E1,1.406149050E-1
2.410000000E1,1.576591359E-1
2.420000000E1,1.617870356E-1
2.430000000E1,1.950765491E-1
2.440000000E1,2.050634032E-1
2.450000000E1,2.495381932E-1
2.460000000E1,2.669818983E-1
2.470000000E1,2.783003329E-1
2.480000000E1,3.021356245E-1
2.490000000E1,3.183809071E-1
2.500000000E1,3.396861958E-1
2.510000000E1,3.318298706E-1
2.520000000E1,3.324956608E-1
2.530000000E1,3.162503782E-1
2.540000000E1,3.097256336E-1
2.550000000E1,2.798982295E-1
2.560000000E1,2.479402965E-1
2.570000000E1,2.471413482E-1
2.580000000E1,2.308960656E-1
2.590000000E1,2.047970871E-1
2.600000000E1,1.856223273E-1
2.610000000E1,1.720402058E-1
2.620000000E1,1.632517742E-1
2.630000000E1,1.617870356E-1
2.640000000E1,1.619201937E-1
2.650000000E1,1.649828289E-1
2.660000000E1,1.848233790E-1
2.670000000E1,1.944107588E-1
2.680000000E1,2.008023454E-1
2.690000000E1,2.159823636E-1
2.700000000E1,2.476739804E-1
2.710000000E1,2.838929711E-1
2.720000000E1,2.990729893E-1
2.730000000E1,3.016029923E-1
2.740000000E1,3.166498524E-1
2.750000000E1,3.471430468E-1
2.760000000E1,2.973419346E-1
2.770000000E1,2.936135091E-1
2.780000000E1,3.024019406E-1
2.790000000E1,2.865561322E-1
2.800000000E1,2.475408224E-1
2.810000000E1,2.234392146E-1
2.820000000E1,2.215750019E-1
2.830000000E1,1.900165431E-1
2.840000000E1,1.972070780E-1
2.850000000E1,1.917475978E-1
2.860000000E1,1.677791480E-1
2.870000000E1,1.675128319E-1
2.880000000E1,1.699096769E-1
2.890000000E1,1.733717863E-1
2.900000000E1,1.844239048E-1
2.910000000E1,2.109223575E-1
2.920000000E1,2.189118408E-1
2.930000000E1,2.311623817E-1
2.940000000E1,2.516687221E-1
2.950000000E1,2.660497919E-1
2.960000000E1,2.786998070E-1
2.970000000E1,2.920156124E-1
2.980000000E1,2.885535030E-1
2.990000000E1,3.090598433E-1
3.000000000E1,2.889529772E-1
3.010000000E1,2.928145607E-1
3.020000000E1,2.765692782E-1
3.030000000E1,2.711097979E-1
3.040000000E1,2.637861050E-1
3.050000000E1,2.502039835E-1
3.060000000E1,2.265018499E-1
3.070000000E1,2.143844669E-1
3.080000000E1,2.061286676E-1
3.090000000E1,2.050634032E-1
3.100000000E1,2.050634032E-1
3.110000000E1,1.972070780E-1
3.120000000E1,2.021339260E-1
3.130000000E1,1.789644246E-1
3.140000000E1,2.018676099E-1
3.150000000E1,2.049302451E-1
3.160000000E1,2.173139441E-1
3.170000000E1,2.374208103E-1
3.180000000E1,2.392850230E-1
3.190000000E1,2.483397707E-1
3.200000000E1,2.804308617E-1
3.210000000E1,2.817624423E-1
3.220000000E1,2.841592872E-1
3.230000000E1,2.760366459E-1
3.240000000E1,2.772350684E-1
3.250000000E1,2.977414087E-1
3.260000000E1,2.748382235E-1
3.270000000E1,2.588592570E-1
3.280000000E1,2.430134486E-1
3.290000000E1,2.577939925E-1
3.300000000E1,2.332929106E-1
3.310000000E1,2.306297495E-1
3.320000000E1,2.206428955E-1
3.330000000E1,2.118544639E-1
3.340000000E1,2.053297193E-1
3.350000000E1,1.966744458E-1
3.360000000E1,2.029328743E-1
3.370000000E1,2.154497314E-1
3.380000000E1,2.191781569E-1
3.390000000E1,2.241050049E-1
3.400000000E1,2.157160475E-1
3.410000000E1,2.299639593E-1
3.420000000E1,2.496713512E-1
3.430000000E1,2.559297798E-1
3.440000000E1,2.545981992E-1
3.450000000E1,2.647182114E-1
3.460000000E1,2.713761141E-1
3.470000000E1,2.667155822E-1
3.480000000E1,2.716424302E-1
3.490000000E1,2.708434818E-1
3.500000000E1,2.677808466E-1
3.510000000E1,2.387523908E-1
3.520000000E1,2.392850230E-1
3.530000000E1,2.346244911E-1
3.540000000E1,2.384860747E-1
3.550000000E1,2.308960656E-1
3.560000000E1,2.221076341E-1
3.570000000E1,2.312955398E-1
3.580000000E1,2.193113149E-1
3.590000000E1,2.161155216E-1
3.600000000E1,2.141181508E-1
3.610000000E1,2.219744760E-1
3.620000000E1,2.295644851E-1
3.630000000E1,2.286323787E-1
3.640000000E1,2.237055307E-1
3.650000000E1,2.245044790E-1
3.660000000E1,2.376871264E-1
3.670000000E1,2.443450291E-1
3.680000000E1,2.358229136E-1
3.690000000E1,2.420813422E-1
3.700000000E1,2.451439774E-1
3.710000000E1,2.543318831E-1
3.720000000E1,2.541987251E-1
3.730000000E1,2.430134486E-1
3.740000000E1,2.462092418E-1
3.750000000E1,2.395513391E-1
3.760000000E1,2.366218620E-1
3.770000000E1,2.324939623E-1
3.780000000E1,2.218413180E-1
3.790000000E1,2.358229136E-1
3.800000000E1,2.181128925E-1
3.810000000E1,2.274339562E-1
3.820000000E1,2.237055307E-1
3.830000000E1,2.327602784E-1
3.840000000E1,2.206428955E-1
3.850000000E1,2.350239653E-1
3.860000000E1,2.319613301E-1
3.870000000E1,2.514024060E-1
3.880000000E1,2.307629076E-1
3.890000000E1,2.406166036E-1
3.900000000E1,2.229065824E-1
3.910000000E1,2.459429257E-1
3.920000000E1,2.298308012E-1
3.930000000E1,2.447445033E-1
3.940000000E1,2.531334607E-1
3.950000000E1,2.536660929E-1
3.960000000E1,2.436792388E-1
3.970000000E1,2.519350382E-1
3.980000000E1,2.330265945E-1
3.990000000E1,2.343581750E-1
4.000000000E1,2.344913331E-1
4.010000000E1,2.394181811E-1
4.020000000E1,2.322276462E-1
4.030000000E1,2.250371113E-1
4.040000000E1,2.227734243E-1
4.050000000E1,2.207760535E-1
4.060000000E1,2.331597526E-1
4.070000000E1,2.134523606E-1
4.080000000E1,2.330265945E-1
4.090000000E1,2.382197586E-1
4.100000000E1,2.255697435E-1
4.110000000E1,2.218413180E-1
4.120000000E1,2.408829197E-1
4.130000000E1,2.387523908E-1
4.140000000E1,2.495381932E-1
4.150000000E1,2.163818378E-1
4.160000000E1,2.296976432E-1
4.170000000E1,2.428802905E-1
4.180000000E1,2.484729288E-1
4.190000000E1,2.511360898E-1
4.200000000E1,2.514024060E-1
4.210000000E1,2.533997768E-1
4.220000000E1,2.503371415E-1
4.230000000E1,2.380866006E-1
4.240000000E1,2.348908073E-1
4.250000000E1,2.275671143E-1
4.260000000E1,2.399508133E-1
4.270000000E1,2.211755277E-1
4.280000000E1,2.298308012E-1
4.290000000E1,2.330265945E-1
4.300000000E1,2.368881781E-1
4.310000000E1,2.354234395E-1
4.320000000E1,2.267681660E-1
4.330000000E1,2.439455549E-1
4.340000000E1,2.402171294E-1
4.350000000E1,2.383529167E-1
4.360000000E1,2.363555459E-1
4.370000000E1,2.332929106E-1
4.380000000E1,2.392850230E-1
4.390000000E1,2.354234395E-1
4.400000000E1,2.390187069E-1
4.410000000E1,2.466087160E-1
4.420000000E1,2.414155519E-1
4.430000000E1,2.442118710E-1
4.440000000E1,2.387523908E-1
4.450000000E1,2.302302754E-1
4.460000000E1,2.416818680E-1
4.470000000E1,2.503371415E-1
4.480000000E1,2.392850230E-1
4.490000000E1,2.247707952E-1
4.500000000E1,2.218413180E-1
4.510000000E1,2.346244911E-1
4.520000000E1,2.416818680E-1
4.530000000E1,2.383529167E-1
4.540000000E1,2.394181811E-1
4.550000000E1,2.431466066E-1
4.560000000E1,2.399508133E-1
4.570000000E1,2.314286979E-1
4.580000000E1,2.336923848E-1
4.590000000E1,2.442118710E-1
