"t(s)","ang_vel(rad/s)"
1.960000000E1,6.679207989E-1
1.970000000E1,7.317035067E-1
1.980000000E1,7.729825035E-1
1.990000000E1,8.287757281E-1
2.000000000E1,8.286425700E-1
2.010000000E1,7.994809562E-1
2.020000000E1,7.821704092E-1
2.030000000E1,7.578024853E-1
2.040000000E1,6.596649995E-1
2.050000000E1,6.013417719E-1
2.060000000E1,4.825647877E-1
2.070000000E1,4.459463228E-1
2.080000000E1,3.796336120E-1
2.090000000E1,3.391535635E-1
2.100000000E1,2.767024362E-1
2.110000000E1,2.496713512E-1
2.120000000E1,2.414155519E-1
2.130000000E1,2.399508133E-1
2.140000000E1,2.387523908E-1
2.150000000E1,2.450108194E-1
2.160000000E1,2.988066732E-1
2.170000000E1,3.282346031E-1
2.180000000E1,4.069310130E-1
2.190000000E1,4.447479004E-1
2.200000000E1,5.185174623E-1
2.210000000E1,5.830991185E-1
2.220000000E1,6.319681243E-1
2.230000000E1,6.910903003E-1
2.240000000E1,7.243798138E-1
2.250000000E1,7.450193121E-1
2.260000000E1,7.502124762E-1
2.270000000E1,7.852330444E-1
2.280000000E1,7.371629869E-1
2.290000000E1,6.656571119E-1
2.300000000E1,6.171875803E-1
2.310000000E1,5.271727358E-1
2.320000000E1,4.829642619E-1
2.330000000E1,4.454136906E-1
2.340000000E1,3.964115268E-1
2.350000000E1,3.323625028E-1
2.360000000E1,3.098587917E-1
2.370000000E1,2.701776916E-1
2.380000000E1,2.448776613E-1
2.390000000E1,2.668487402E-1
2.400000000E1,2.842924453E-1
2.410000000E1,2.961435121E-1
2.420000000E1,3.191798554E-1
2.430000000E1,3.660514904E-1
2.440000000E1,4.024036392E-1
2.450000000E1,4.683168759E-1
2.460000000E1,5.253085230E-1
2.470000000E1,5.753759513E-1
2.480000000E1,6.295712793E-1
2.490000000E1,6.443518233E-1
2.500000000E1,7.038734734E-1
2.510000000E1,7.191866497E-1
2.520000000E1,7.154582241E-1
2.530000000E1,7.189203335E-1
2.540000000E1,7.251787621E-1
2.550000000E1,6.760434402E-1
2.560000000E1,6.516755163E-1
2.570000000E1,5.854959634E-1
2.580000000E1,5.210474653E-1
2.590000000E1,4.215783990E-1
2.600000000E1,4.030694295E-1
2.610000000E1,3.826962472E-1
2.620000000E1,3.137203752E-1
2.630000000E1,3.025350987E-1
2.640000000E1,3.110572141E-1
2.650000000E1,3.102582658E-1
2.660000000E1,3.033340470E-1
2.670000000E1,3.311640803E-1
2.680000000E1,3.448793599E-1
2.690000000E1,3.977431073E-1
2.700000000E1,4.419515812E-1
2.710000000E1,4.468784292E-1
2.720000000E1,5.095958727E-1
2.730000000E1,5.681854164E-1
2.740000000E1,6.057359876E-1
2.750000000E1,6.423544525E-1
2.760000000E1,6.542055193E-1
2.770000000E1,7.048055798E-1
2.780000000E1,6.708502761E-1
2.790000000E1,6.930876711E-1
2.800000000E1,6.801713398E-1
2.810000000E1,6.282396988E-1
2.820000000E1,5.976133464E-1
2.830000000E1,5.538043466E-1
2.840000000E1,5.363606415E-1
2.850000000E1,4.961469092E-1
2.860000000E1,4.263720889E-1
2.870000000E1,3.660514904E-1
2.880000000E1,3.463440985E-1
2.890000000E1,3.539341075E-1
2.900000000E1,3.300988159E-1
2.910000000E1,3.261040742E-1
2.920000000E1,3.394198796E-1
2.930000000E1,3.608583263E-1
2.940000000E1,3.850930922E-1
2.950000000E1,4.126568093E-1
2.960000000E1,4.536694900E-1
2.970000000E1,4.932174320E-1
2.980000000E1,5.226453620E-1
2.990000000E1,5.715143678E-1
3.000000000E1,6.278402246E-1
3.010000000E1,6.578007868E-1
3.020000000E1,6.499444616E-1
3.030000000E1,6.434197169E-1
3.040000000E1,6.274407504E-1
3.050000000E1,6.418218203E-1
3.060000000E1,6.032059846E-1
3.070000000E1,5.587311946E-1
3.080000000E1,5.459480214E-1
3.090000000E1,5.299690549E-1
3.100000000E1,4.833637360E-1
3.110000000E1,4.912200612E-1
3.120000000E1,4.639226601E-1
3.130000000E1,4.564658091E-1
3.140000000E1,3.681820193E-1
3.150000000E1,3.560646364E-1
3.160000000E1,3.611246424E-1
3.170000000E1,3.884220435E-1
3.180000000E1,4.001399523E-1
3.190000000E1,3.944141559E-1
3.200000000E1,4.326305174E-1
3.210000000E1,4.387557879E-1
3.220000000E1,4.704474048E-1
3.230000000E1,5.052016569E-1
3.240000000E1,5.386243284E-1
3.250000000E1,5.741775288E-1
3.260000000E1,5.645901490E-1
3.270000000E1,5.952165014E-1
3.280000000E1,6.082659907E-1
3.290000000E1,5.711148936E-1
3.300000000E1,6.052033554E-1
3.310000000E1,6.326339146E-1
3.320000000E1,6.114617840E-1
3.330000000E1,5.788380607E-1
3.340000000E1,5.093295566E-1
3.350000000E1,5.317001096E-1
3.360000000E1,4.986769122E-1
3.370000000E1,4.609931829E-1
3.380000000E1,4.078631194E-1
3.390000000E1,4.117247030E-1
3.400000000E1,4.089283838E-1
3.410000000E1,4.214452409E-1
3.420000000E1,4.175836573E-1
3.430000000E1,3.988083717E-1
3.440000000E1,4.263720889E-1
3.450000000E1,4.370247332E-1
3.460000000E1,4.588626541E-1
3.470000000E1,4.639226601E-1
3.480000000E1,5.159874592E-1
3.490000000E1,5.221127297E-1
3.500000000E1,5.103948210E-1
3.510000000E1,5.629922523E-1
3.520000000E1,5.297027388E-1
3.530000000E1,5.518069758E-1
3.540000000E1,5.352953771E-1
3.550000000E1,5.812349057E-1
3.560000000E1,5.625927782E-1
3.570000000E1,5.743106869E-1
3.580000000E1,5.672533100E-1
3.590000000E1,5.262406294E-1
3.600000000E1,5.146558787E-1
3.610000000E1,4.873584776E-1
3.620000000E1,4.647216085E-1
3.630000000E1,4.408863168E-1
3.640000000E1,4.430168457E-1
3.650000000E1,4.061320647E-1
3.660000000E1,4.552673866E-1
3.670000000E1,4.419515812E-1
3.680000000E1,4.655205568E-1
3.690000000E1,4.749747786E-1
3.700000000E1,4.769721494E-1
3.710000000E1,4.689826662E-1
3.720000000E1,4.729774078E-1
3.730000000E1,4.846953166E-1
3.740000000E1,4.684500340E-1
3.750000000E1,4.854942649E-1
3.760000000E1,5.013400733E-1
3.770000000E1,5.165200915E-1
3.780000000E1,5.556685593E-1
3.790000000E1,5.587311946E-1
3.800000000E1,5.330316902E-1
3.810000000E1,5.077316599E-1
3.820000000E1,5.109274532E-1
3.830000000E1,5.281048422E-1
3.840000000E1,5.297027388E-1
3.850000000E1,5.328985321E-1
3.860000000E1,5.508748694E-1
3.870000000E1,5.221127297E-1
3.880000000E1,5.169195656E-1
3.890000000E1,4.715126692E-1
3.900000000E1,4.696484565E-1
3.910000000E1,4.985437542E-1
3.920000000E1,4.677842437E-1
3.930000000E1,4.816326813E-1
3.940000000E1,5.085306082E-1
3.950000000E1,5.056011310E-1
3.960000000E1,4.803011008E-1
3.970000000E1,5.004079669E-1
3.980000000E1,4.808337330E-1
3.990000000E1,4.876247937E-1
4.000000000E1,4.717789853E-1
4.010000000E1,4.889563743E-1
4.020000000E1,4.583300219E-1
4.030000000E1,4.944158545E-1
4.040000000E1,5.006742830E-1
4.050000000E1,4.785700461E-1
4.060000000E1,4.699147726E-1
4.070000000E1,4.550010705E-1
4.080000000E1,4.696484565E-1
4.090000000E1,4.876247937E-1
4.100000000E1,4.928179579E-1
4.110000000E1,5.099953468E-1
4.120000000E1,4.367584171E-1
4.130000000E1,4.683168759E-1
4.140000000E1,4.691158242E-1
4.150000000E1,5.073321857E-1
4.160000000E1,5.269064197E-1
4.170000000E1,5.065332374E-1
4.180000000E1,4.763063592E-1
4.190000000E1,4.860268971E-1
4.200000000E1,4.856274229E-1
4.210000000E1,5.218464136E-1
4.220000000E1,5.193164106E-1
4.230000000E1,4.934837481E-1
4.240000000E1,4.842958424E-1
4.250000000E1,4.957474350E-1
4.260000000E1,4.697816145E-1
4.270000000E1,5.010737572E-1
4.280000000E1,5.281048422E-1
4.290000000E1,5.274390519E-1
4.300000000E1,4.808337330E-1
4.310000000E1,4.530036997E-1
4.320000000E1,4.601942346E-1
4.330000000E1,5.247758908E-1
4.340000000E1,5.087969243E-1
4.350000000E1,4.882905840E-1
4.360000000E1,4.865595293E-1
4.370000000E1,4.853611068E-1
4.380000000E1,5.173190398E-1
4.390000000E1,5.125253498E-1
4.400000000E1,4.937500642E-1
4.410000000E1,4.889563743E-1
4.420000000E1,4.607268668E-1
4.430000000E1,4.684500340E-1
4.440000000E1,4.800347847E-1
4.450000000E1,4.976116478E-1
4.460000000E1,5.174521978E-1
4.470000000E1,4.878911099E-1
4.480000000E1,4.695152984E-1
4.490000000E1,4.928179579E-1
4.500000000E1,5.145227207E-1
4.510000000E1,4.968126995E-1
4.520000000E1,4.941495384E-1
4.530000000E1,4.544684383E-1
4.540000000E1,4.619252893E-1
4.550000000E1,4.889563743E-1
4.560000000E1,5.183843042E-1
4.570000000E1,4.917526934E-1
4.580000000E1,4.540689641E-1
4.590000000E1,4.767058333E-1
4.600000000E1,4.952148028E-1
4.610000000E1,5.030711280E-1
4.620000000E1,4.905542709E-1
4.630000000E1,4.733768820E-1
4.640000000E1,4.688495081E-1
4.650000000E1,5.001416508E-1
4.660000000E1,5.082642921E-1
4.670000000E1,5.141232465E-1
4.680000000E1,4.763063592E-1
4.690000000E1,4.655205568E-1
4.700000000E1,4.898884807E-1
4.710000000E1,5.111937693E-1
4.720000000E1,5.111937693E-1
4.730000000E1,4.596616024E-1
4.740000000E1,4.820321555E-1
4.750000000E1,4.909537451E-1
4.760000000E1,4.814995233E-1
4.770000000E1,4.818989974E-1
4.780000000E1,4.780374139E-1
4.790000000E1,4.776379397E-1
4.800000000E1,4.916195354E-1
4.810000000E1,4.936169062E-1
4.820000000E1,4.278368275E-1
4.830000000E1,4.764395172E-1
4.840000000E1,4.860268971E-1
4.850000000E1,4.998753347E-1
4.860000000E1,4.652542407E-1
4.870000000E1,4.334294658E-1
4.880000000E1,4.813663652E-1
4.890000000E1,5.207811492E-1
4.900000000E1,5.113269274E-1
4.910000000E1,4.569984413E-1
4.920000000E1,4.472779034E-1
4.930000000E1,4.612594991E-1
4.940000000E1,5.022721797E-1
4.950000000E1,5.005411250E-1
4.960000000E1,4.612594991E-1
4.970000000E1,5.005411250E-1
4.980000000E1,4.981442800E-1
4.990000000E1,4.936169062E-1
5.000000000E1,4.898884807E-1
5.010000000E1,4.672516115E-1
5.020000000E1,4.832305780E-1
5.030000000E1,4.805674169E-1
5.040000000E1,4.736431981E-1
5.050000000E1,4.672516115E-1
5.060000000E1,5.282380002E-1
5.070000000E1,4.929511159E-1
5.080000000E1,4.577973897E-1
5.090000000E1,4.705805628E-1
5.100000000E1,4.826979458E-1
5.110000000E1,5.137237723E-1
5.120000000E1,4.787032041E-1
5.130000000E1,4.697816145E-1
5.140000000E1,5.048021827E-1
5.150000000E1,5.013400733E-1
5.160000000E1,4.624579215E-1
5.170000000E1,4.480768517E-1
5.180000000E1,4.910869032E-1
5.190000000E1,4.992095444E-1
5.200000000E1,4.593952863E-1
5.210000000E1,4.637895021E-1
5.220000000E1,5.157211431E-1
5.230000000E1,4.918858515E-1
5.240000000E1,4.649879246E-1
5.250000000E1,4.661863471E-1
5.260000000E1,4.904211129E-1
5.270000000E1,5.001416508E-1
5.280000000E1,4.820321555E-1
5.290000000E1,4.994758606E-1
5.300000000E1,5.229116781E-1
5.310000000E1,4.908205870E-1
5.320000000E1,4.800347847E-1
5.330000000E1,4.957474350E-1
5.340000000E1,5.293032646E-1
5.350000000E1,4.783037300E-1
5.360000000E1,4.504736967E-1
5.370000000E1,5.137237723E-1
5.380000000E1,4.865595293E-1
5.390000000E1,4.744421464E-1
5.400000000E1,4.661863471E-1
5.410000000E1,5.324990579E-1
5.420000000E1,4.789695202E-1
5.430000000E1,4.838963682E-1
5.440000000E1,5.194495687E-1
5.450000000E1,5.028048119E-1
5.460000000E1,4.480768517E-1
5.470000000E1,4.797684686E-1
5.480000000E1,5.118595596E-1
5.490000000E1,4.818989974E-1
5.500000000E1,4.530036997E-1
5.510000000E1,5.250422069E-1
5.520000000E1,4.901547968E-1
5.530000000E1,4.873584776E-1
5.540000000E1,4.704474048E-1
5.550000000E1,5.139900884E-1
5.560000000E1,5.075985018E-1
5.570000000E1,4.877579518E-1
5.580000000E1,4.527373836E-1
5.590000000E1,5.121258757E-1
5.600000000E1,5.024053377E-1
5.610000000E1,4.781705719E-1
5.620000000E1,5.182511462E-1
5.630000000E1,4.705805628E-1
5.640000000E1,4.603273927E-1
5.650000000E1,4.889563743E-1
5.660000000E1,4.918858515E-1
5.670000000E1,4.370247332E-1
5.680000000E1,4.800347847E-1
5.690000000E1,4.982774381E-1
5.700000000E1,4.763063592E-1
5.710000000E1,4.692489823E-1
5.720000000E1,5.097290307E-1
5.730000000E1,4.569984413E-1
5.740000000E1,4.669852954E-1
5.750000000E1,4.817658394E-1
5.760000000E1,5.075985018E-1
5.770000000E1,4.712463531E-1
5.780000000E1,5.079979760E-1
5.790000000E1,5.050684988E-1
5.800000000E1,4.760400431E-1
5.810000000E1,4.856274229E-1
